,price
4141,78.27
4142,92.79
4143,106.01
4144,102.01
4145,88.19
4146,66.4
4147,63.17
4148,62.72
4149,58.91
4150,55.03
4151,46.09
4152,45.47
4153,37.92
4154,34.89
4155,32.7
4156,33.11
4157,37.33
4158,44.27
4159,47.9
4160,51.07
4161,57.59
4162,58.97
4163,62.86
4164,69.43
4165,75.93
4166,87.57
4167,95.29
4168,97.28
4169,80.62
4170,64.98
4171,61.44
4172,61.48
4173,59.34
4174,53.45
4175,47.06
4176,45.85
4177,40.06
4178,34.13
4179,31.92
4180,34.79
4181,37.68
4182,46.03
4183,49.83
4184,52.07
4185,56.97
4186,60.29
4187,61.49
4188,66.05
4189,72.31
4190,80.52
4191,93.71
4192,91.75
4193,77.8
4194,64.77
4195,61.05
4196,60.39
4197,59.57
4198,52.81
4199,46.87
4200,41.04
4201,34.74
4202,30.85
4203,30.2
4204,29.49
4205,28.14
4206,30.81
4207,32.65
4208,40.15
4209,48.83
4210,52.01
4211,55.66
4212,60.1
4213,64.91
4214,62.68
4215,62.11
4216,60.44
4217,57.44
4218,56.65
4219,57.45
4220,52.32
4221,52.78
4222,47.43
4223,45.59
4224,35.87
4225,30.51
4226,28.43
4227,27.21
4228,28.42
4229,22.73
4230,25.28
4231,29.1
4232,35.5
4233,38.08
4234,41.5
4235,49.34
4236,49.92
4237,48.44
4238,48.54
4239,51.3
4240,52.71
4241,53.22
4242,51.72
4243,48.68
4244,49.24
4245,50.19
4246,46.12
4247,42.89
4248,39.71
4249,34.83
4250,31.92
4251,29.27
4252,29.28
4253,32.31
4254,39.06
4255,45.29
4256,47.69
4257,52.7
4258,54.4
4259,60.76
4260,60.68
4261,64.81
4262,70.88
4263,77.0
4264,79.16
4265,68.94
4266,59.21
4267,59.1
4268,53.67
4269,52.15
4270,46.96
4271,46.27
4272,41.84
4273,38.33
4274,35.04
4275,32.32
4276,32.75
4277,35.5
4278,41.44
4279,46.52
4280,52.39
4281,53.18
4282,54.99
4283,55.97
4284,59.11
4285,64.35
4286,71.16
4287,74.61
4288,80.12
4289,72.14
4290,61.98
4291,60.2
4292,58.99
4293,57.43
4294,48.98
4295,47.05
4296,45.88
4297,36.67
4298,33.36
4299,30.9
4300,31.53
4301,33.91
4302,39.31
4303,46.26
4304,49.84
4305,51.89
4306,54.04
4307,56.79
4308,57.09
4309,58.51
4310,65.05
4311,79.84
4312,78.08
4313,65.15
4314,58.0
4315,54.54
4316,54.25
4317,59.1
4318,48.53
4319,46.14
4320,47.6
4321,37.39
4322,32.07
4323,30.67
4324,30.37
4325,32.88
4326,38.6
4327,47.33
4328,51.47
4329,55.55
4330,57.53
4331,61.01
4332,71.25
4333,76.85
4334,80.25
4335,82.26
4336,85.59
4337,77.04
4338,59.37
4339,55.89
4340,57.13
4341,54.71
4342,50.22
4343,46.36
4344,41.26
4345,35.99
4346,30.85
4347,30.94
4348,29.74
4349,31.43
4350,36.69
4351,42.01
4352,49.46
4353,53.63
4354,54.88
4355,57.99
4356,59.58
4357,65.2
4358,71.36
4359,79.79
4360,84.16
4361,75.33
4362,57.59
4363,53.9
4364,55.07
4365,54.78
4366,49.49
4367,46.48
4368,46.08
4369,39.24
4370,35.85
4371,34.43
4372,32.51
4373,31.9
4374,31.38
4375,37.03
4376,41.53
4377,48.18
4378,51.06
4379,53.0
4380,55.19
4381,63.77
4382,67.19
4383,67.91
4384,71.26
4385,67.66
4386,61.06
4387,56.06
4388,57.78
4389,57.95
4390,51.78
4391,50.71
4392,50.93
4393,42.45
4394,39.83
4395,38.38
4396,36.63
4397,35.54
4398,33.58
4399,39.11
4400,42.4
4401,49.0
4402,52.09
4403,55.8
4404,63.62
4405,66.96
4406,80.19
4407,87.32
4408,89.15
4409,83.25
4410,67.3
4411,61.41
4412,60.21
4413,64.83
4414,55.73
4415,51.42
4416,44.53
4417,38.81
4418,35.05
4419,32.79
4420,31.53
4421,30.19
4422,31.16
4423,37.32
4424,41.25
4425,45.54
4426,52.16
4427,51.54
4428,54.56
4429,64.84
4430,72.5
4431,79.91
4432,94.57
4433,74.89
4434,65.73
4435,61.68
4436,59.75
4437,58.76
4438,55.11
4439,53.16
4440,48.55
4441,40.27
4442,36.05
4443,33.14
4444,32.27
4445,36.58
4446,39.03
4447,48.69
4448,54.07
4449,57.65
4450,60.13
4451,61.54
4452,63.63
4453,73.19
4454,78.08
4455,82.64
4456,96.14
4457,81.81
4458,69.32
4459,66.38
4460,65.19
4461,63.15
4462,54.12
4463,50.63
4464,48.36
4465,39.4
4466,31.79
4467,31.37
4468,31.34
4469,32.25
4470,37.17
4471,45.72
4472,49.22
4473,54.68
4474,57.7
4475,60.07
4476,64.36
4477,77.07
4478,82.73
4479,92.72
4480,99.37
4481,90.3
4482,69.95
4483,64.71
4484,63.42
4485,62.05
4486,59.43
4487,52.33
4488,50.41
4489,46.23
4490,43.81
4491,35.94
4492,33.67
4493,40.3
4494,44.01
4495,48.05
4496,52.53
4497,54.65
4498,57.06
4499,60.92
4500,66.65
4501,87.01
4502,98.39
4503,100.5
4504,105.54
4505,89.22
4506,70.49
4507,65.04
4508,65.06
4509,62.88
4510,52.15
4511,48.75
4512,44.91
4513,35.91
4514,32.83
4515,31.16
4516,30.81
4517,32.96
4518,36.97
4519,45.16
4520,52.73
4521,61.14
4522,62.7
4523,64.1
4524,72.18
4525,78.2
4526,78.77
4527,78.39
4528,78.39
4529,76.85
4530,62.37
4531,59.06
4532,58.72
4533,57.38
4534,51.25
4535,49.44
4536,53.3
4537,41.91
4538,36.81
4539,30.96
4540,30.5
4541,30.12
4542,30.35
4543,33.75
4544,43.29
4545,46.78
4546,47.44
4547,50.52
4548,51.24
4549,54.86
4550,55.24
4551,54.99
4552,55.33
4553,54.35
4554,51.8
4555,50.24
4556,51.82
4557,51.4
4558,54.78
4559,45.7
4560,41.56
4561,38.05
4562,33.95
4563,31.22
4564,30.29
4565,29.41
4566,29.24
4567,31.33
4568,36.3
4569,39.96
4570,47.82
4571,52.12
4572,53.34
4573,64.16
4574,59.06
4575,60.64
4576,62.43
4577,63.99
4578,60.46
4579,54.38
4580,54.7
4581,53.69
4582,57.69
4583,49.31
4584,44.03
4585,37.91
4586,33.83
4587,31.87
4588,32.34
4589,35.44
4590,36.22
4591,47.97
4592,50.71
4593,58.18
4594,64.33
4595,76.62
4596,85.86
4597,100.69
4598,123.0
4599,126.66
4600,140.57
4601,126.1
4602,87.09
4603,71.49
4604,69.35
4605,67.57
4606,55.64
4607,54.45
4608,50.48
4609,46.77
4610,44.22
4611,42.84
4612,42.0
4613,42.07
4614,43.95
4615,52.29
4616,56.69
4617,65.99
4618,77.3
4619,93.07
4620,110.0
4621,143.67
4622,175.87
4623,177.11
4624,193.0
4625,174.0
4626,115.84
4627,95.39
4628,80.7
4629,77.0
4630,65.03
4631,58.74
4632,55.22
4633,48.42
4634,46.08
4635,40.82
4636,39.12
4637,40.26
4638,46.06
4639,50.0
4640,55.23
4641,59.19
4642,64.27
4643,70.68
4644,74.72
4645,88.49
4646,92.98
4647,97.76
4648,100.0
4649,86.09
4650,71.78
4651,69.82
4652,67.84
4653,63.91
4654,58.9
4655,52.46
4656,47.14
4657,42.96
4658,34.06
4659,32.02
4660,30.9
4661,33.27
4662,38.0
4663,45.58
4664,50.38
4665,54.79
4666,57.53
4667,62.18
4668,66.62
4669,69.76
4670,75.32
4671,85.22
4672,95.85
4673,76.26
4674,60.45
4675,56.4
4676,56.22
4677,53.48
4678,49.23
4679,48.21
4680,39.88
4681,35.99
4682,33.36
4683,30.93
4684,30.55
4685,32.12
4686,37.0
4687,44.49
4688,47.23
4689,52.08
4690,55.12
4691,59.68
4692,60.99
4693,65.82
4694,74.03
4695,76.48
4696,81.31
4697,71.35
4698,62.09
4699,54.88
4700,55.07
4701,53.12
4702,49.42
4703,45.66
4704,47.9
4705,44.62
4706,40.0
4707,37.81
4708,36.62
4709,32.34
4710,32.79
4711,37.98
4712,46.9
4713,50.13
4714,53.09
4715,58.51
4716,60.22
4717,66.74
4718,74.37
4719,74.6
4720,76.7
4721,73.27
4722,62.64
4723,57.13
4724,57.87
4725,59.86
4726,51.45
4727,50.35
4728,47.45
4729,41.6
4730,39.68
4731,37.47
4732,36.16
4733,33.93
4734,33.29
4735,38.06
4736,40.93
4737,46.62
4738,51.58
4739,61.32
4740,60.72
4741,65.33
4742,67.37
4743,74.95
4744,80.52
4745,75.97
4746,65.27
4747,65.0
4748,66.03
4749,67.27
4750,55.52
4751,51.85
4752,55.03
4753,47.56
4754,46.13
4755,44.12
4756,44.0
4757,46.37
4758,47.44
4759,53.5
4760,60.88
4761,70.66
4762,81.84
4763,87.64
4764,96.95
4765,121.84
4766,133.02
4767,156.17
4768,164.0
4769,150.46
4770,111.77
4771,90.05
4772,86.73
4773,75.39
4774,68.05
4775,63.75
4776,52.74
4777,48.36
4778,45.0
4779,42.24
4780,41.61
4781,42.12
4782,46.11
4783,52.62
4784,55.68
4785,65.13
4786,74.31
4787,82.18
4788,90.25
4789,112.78
4790,113.34
4791,118.85
4792,128.23
4793,109.85
4794,91.04
4795,81.56
4796,76.89
4797,67.9
4798,66.18
4799,61.66
4800,56.55
4801,48.87
4802,41.17
4803,40.43
4804,40.35
4805,40.16
4806,45.92
4807,52.57
4808,58.99
4809,68.76
4810,75.69
4811,86.06
4812,95.38
4813,114.85
4814,121.46
4815,125.54
4816,132.24
4817,118.68
4818,102.92
4819,87.59
4820,85.36
4821,74.69
4822,69.12
4823,67.91
4824,70.7
4825,66.6
4826,59.99
4827,58.63
4828,53.33
4829,52.68
4830,55.73
4831,69.51
4832,78.2
4833,93.82
4834,108.6
4835,131.21
4836,156.44
4837,183.8
4838,214.99
4839,234.9
4840,243.42
4841,218.12
4842,171.3
4843,135.15
4844,126.41
4845,106.0
4846,92.4
4847,85.52
4848,92.61
4849,86.63
4850,77.56
4851,70.0
4852,64.0
4853,63.32
4854,67.1
4855,90.16
4856,105.29
4857,118.24
4858,150.0
4859,180.0
4860,203.0
4861,236.94
4862,279.0
4863,286.91
4864,295.02
4865,250.2
4866,208.99
4867,175.15
4868,164.0
4869,134.7
4870,120.0
4871,109.46
4872,94.55
4873,86.37
4874,59.92
4875,55.6
4876,53.3
4877,44.71
4878,52.33
4879,57.9
4880,74.61
4881,84.98
4882,97.76
4883,127.38
4884,140.29
4885,157.55
4886,161.99
4887,170.94
4888,174.07
4889,170.93
4890,142.24
4891,120.76
4892,118.34
4893,112.26
4894,103.5
4895,102.9
4896,66.52
4897,60.39
4898,56.83
4899,55.65
4900,49.94
4901,47.0
4902,47.27
4903,51.72
4904,58.28
4905,64.18
4906,71.94
4907,78.81
4908,90.15
4909,93.66
4910,99.49
4911,102.23
4912,99.34
4913,93.24
4914,80.11
4915,79.3
4916,78.14
4917,76.76
4918,71.74
4919,60.67
4920,56.56
4921,50.04
4922,48.89
4923,41.56
4924,41.4
4925,48.75
4926,50.31
4927,54.56
4928,63.73
4929,80.42
4930,84.89
4931,86.64
4932,81.0
4933,88.13
4934,93.34
4935,102.02
4936,96.0
4937,88.52
4938,79.8
4939,77.14
4940,77.94
4941,69.17
4942,65.57
4943,58.99
4944,57.48
4945,41.86
4946,41.46
4947,41.21
4948,41.22
4949,41.18
4950,46.06
4951,55.16
4952,59.74
4953,67.3
4954,71.35
4955,72.56
4956,80.8
4957,95.9
4958,100.08
4959,104.65
4960,113.71
4961,92.08
4962,81.65
4963,88.71
4964,84.75
4965,69.19
4966,66.5
4967,57.77
4968,47.43
4969,44.06
4970,37.13
4971,35.47
4972,35.3
4973,36.88
4974,39.91
4975,48.2
4976,50.18
4977,53.07
4978,60.69
4979,64.89
4980,65.62
4981,71.31
4982,73.77
4983,80.54
4984,85.5
4985,73.91
4986,66.57
4987,64.09
4988,62.6
4989,59.75
4990,56.5
4991,51.2
4992,47.4
4993,41.23
4994,39.33
4995,36.41
4996,36.61
4997,38.25
4998,39.75
4999,47.96
5000,53.01
5001,55.89
5002,61.24
5003,70.09
5004,77.78
5005,95.73
5006,102.17
5007,110.99
5008,119.64
5009,107.19
5010,86.12
5011,69.99
5012,67.74
5013,64.44
5014,62.7
5015,54.37
5016,47.49
5017,41.88
5018,39.17
5019,37.22
5020,37.38
5021,39.51
5022,42.69
5023,50.21
5024,57.43
5025,59.52
5026,67.18
5027,78.39
5028,100.72
5029,135.57
5030,147.74
5031,161.06
5032,163.76
5033,139.82
5034,105.31
5035,80.57
5036,81.91
5037,70.93
5038,62.69
5039,58.91
5040,56.47
5041,48.85
5042,39.23
5043,36.8
5044,36.4
5045,35.74
5046,37.47
5047,42.43
5048,49.53
5049,59.79
5050,64.73
5051,72.13
5052,73.47
5053,83.26
5054,89.55
5055,91.44
5056,96.62
5057,89.76
5058,73.94
5059,66.86
5060,68.68
5061,65.13
5062,63.34
5063,57.28
5064,54.42
5065,48.06
5066,44.91
5067,42.11
5068,37.0
5069,33.84
5070,33.5
5071,38.44
5072,41.25
5073,44.66
5074,51.98
5075,53.58
5076,60.45
5077,62.38
5078,62.53
5079,67.17
5080,75.65
5081,64.27
5082,62.35
5083,60.13
5084,67.52
5085,65.28
5086,56.26
5087,51.91
5088,50.98
5089,46.62
5090,37.25
5091,37.08
5092,39.34
5093,42.07
5094,46.47
5095,51.04
5096,53.67
5097,57.65
5098,65.7
5099,74.37
5100,78.77
5101,104.51
5102,117.91
5103,128.18
5104,129.12
5105,110.18
5106,80.88
5107,70.0
5108,70.4
5109,65.4
5110,56.63
5111,54.86
5112,59.06
5113,45.4
5114,37.44
5115,35.5
5116,35.72
5117,38.71
5118,43.18
5119,49.62
5120,52.14
5121,57.5
5122,64.98
5123,70.25
5124,73.45
5125,84.19
5126,100.0
5127,113.73
5128,120.22
5129,101.63
5130,87.33
5131,70.03
5132,69.94
5133,64.07
5134,55.55
5135,58.9
5136,43.29
5137,39.27
5138,37.71
5139,37.21
5140,37.16
5141,40.24
5142,40.94
5143,47.88
5144,50.44
5145,55.38
5146,59.01
5147,62.91
5148,64.77
5149,71.9
5150,77.61
5151,83.97
5152,83.33
5153,77.03
5154,74.14
5155,60.8
5156,61.76
5157,62.81
5158,56.33
5159,49.62
5160,45.51
5161,37.8
5162,32.91
5163,32.84
5164,32.03
5165,37.81
5166,38.52
5167,45.97
5168,49.27
5169,50.94
5170,55.86
5171,62.52
5172,61.6
5173,63.55
5174,67.27
5175,68.69
5176,73.8
5177,68.7
5178,70.84
5179,61.36
5180,68.55
5181,58.47
5182,54.06
5183,49.81
5184,43.19
5185,38.78
5186,36.03
5187,33.16
5188,33.16
5189,35.88
5190,39.36
5191,43.35
5192,47.05
5193,51.46
5194,66.6
5195,61.73
5196,63.13
5197,70.57
5198,80.76
5199,88.43
5200,96.24
5201,74.8
5202,61.0
5203,56.02
5204,57.1
5205,54.14
5206,51.99
5207,46.93
5208,45.74
5209,42.38
5210,37.93
5211,34.81
5212,33.13
5213,33.71
5214,32.71
5215,35.14
5216,39.71
5217,45.56
5218,49.95
5219,56.58
5220,57.42
5221,59.29
5222,59.78
5223,64.48
5224,68.9
5225,60.63
5226,59.79
5227,55.0
5228,57.89
5229,56.53
5230,50.99
5231,51.05
5232,48.6
5233,44.64
5234,42.01
5235,42.0
5236,37.44
5237,37.75
5238,34.27
5239,38.11
5240,42.25
5241,44.27
5242,46.7
5243,51.37
5244,55.88
5245,57.19
5246,61.12
5247,63.79
5248,66.25
5249,60.63
5250,55.84
5251,55.43
5252,60.0
5253,56.0
5254,53.16
5255,50.65
5256,50.89
5257,47.23
5258,44.66
5259,41.91
5260,42.31
5261,45.13
5262,47.72
5263,50.67
5264,52.45
5265,57.27
5266,66.83
5267,74.62
5268,76.84
5269,84.84
5270,92.8
5271,120.58
5272,119.42
5273,107.88
5274,74.66
5275,69.06
5276,70.1
5277,63.7
5278,56.31
5279,52.47
5280,47.27
5281,43.57
5282,38.17
5283,38.89
5284,38.95
5285,40.56
5286,41.87
5287,47.07
5288,50.17
5289,55.81
5290,60.12
5291,63.94
5292,70.4
5293,75.06
5294,80.11
5295,82.87
5296,84.2
5297,77.71
5298,69.78
5299,63.79
5300,69.31
5301,61.47
5302,52.78
5303,50.61
5304,50.64
5305,45.62
5306,39.24
5307,36.21
5308,36.34
5309,40.64
5310,43.66
5311,49.55
5312,50.67
5313,60.0
5314,59.71
5315,64.43
5316,68.78
5317,75.62
5318,87.14
5319,91.6
5320,95.83
5321,76.78
5322,63.62
5323,60.29
5324,63.11
5325,58.92
5326,49.92
5327,49.8
5328,46.06
5329,45.23
5330,36.46
5331,32.72
5332,32.47
5333,37.84
5334,38.35
5335,46.95
5336,48.35
5337,49.39
5338,53.16
5339,58.36
5340,61.15
5341,66.0
5342,66.68
5343,76.51
5344,77.0
5345,64.07
5346,58.48
5347,55.56
5348,55.48
5349,51.44
5350,47.02
5351,42.88
5352,41.57
5353,35.44
5354,32.78
5355,31.84
5356,29.26
5357,35.29
5358,36.64
5359,42.78
5360,45.74
5361,49.36
5362,57.26
5363,61.31
5364,65.27
5365,70.46
5366,73.23
5367,81.25
5368,82.74
5369,72.08
5370,61.87
5371,57.19
5372,57.43
5373,54.74
5374,50.68
5375,47.29
5376,46.11
5377,42.48
5378,38.81
5379,35.68
5380,38.62
5381,34.8
5382,32.49
5383,36.68
5384,41.49
5385,46.74
5386,49.68
5387,53.17
5388,55.26
5389,57.01
5390,60.98
5391,63.11
5392,65.82
5393,59.59
5394,56.4
5395,53.87
5396,56.96
5397,54.6
5398,52.07
5399,50.82
5400,49.2
5401,45.54
5402,39.78
5403,38.22
5404,36.08
5405,37.95
5406,38.75
5407,37.21
5408,42.32
5409,46.88
5410,50.03
5411,54.14
5412,56.62
5413,58.56
5414,61.08
5415,64.2
5416,65.65
5417,64.19
5418,57.55
5419,56.97
5420,56.8
5421,53.51
5422,49.5
5423,47.02
5424,39.45
5425,34.45
5426,32.22
5427,30.02
5428,29.68
5429,33.19
5430,37.01
5431,38.65
5432,44.83
5433,48.39
5434,53.17
5435,58.64
5436,65.13
5437,65.64
5438,71.04
5439,80.94
5440,85.9
5441,72.26
5442,62.25
5443,60.56
5444,61.79
5445,51.37
5446,46.33
5447,42.83
5448,44.05
5449,35.33
5450,32.93
5451,30.41
5452,30.22
5453,33.14
5454,38.55
5455,40.19
5456,47.6
5457,50.48
5458,52.02
5459,58.06
5460,60.64
5461,63.85
5462,67.92
5463,71.6
5464,76.92
5465,64.71
5466,56.06
5467,53.76
5468,55.39
5469,50.43
5470,47.1
5471,40.83
5472,39.77
5473,35.07
5474,30.03
5475,29.39
5476,29.52
5477,33.35
5478,36.82
5479,37.02
5480,43.93
5481,48.16
5482,52.3
5483,57.83
5484,59.57
5485,68.81
5486,73.52
5487,81.12
5488,85.57
5489,73.35
5490,59.21
5491,58.07
5492,57.4
5493,53.62
5494,50.41
5495,44.96
5496,43.03
5497,34.89
5498,33.71
5499,27.62
5500,28.93
5501,33.18
5502,36.83
5503,42.56
5504,45.96
5505,47.73
5506,56.87
5507,58.1
5508,60.52
5509,72.63
5510,80.44
5511,90.53
5512,91.42
5513,72.1
5514,61.35
5515,59.44
5516,59.74
5517,51.65
5518,47.78
5519,45.13
5520,41.73
5521,34.57
5522,33.75
5523,31.72
5524,31.69
5525,32.68
5526,35.18
5527,38.36
5528,44.29
5529,45.87
5530,52.8
5531,59.79
5532,63.28
5533,71.48
5534,80.64
5535,88.77
5536,88.0
5537,73.09
5538,60.11
5539,59.0
5540,57.67
5541,51.59
5542,49.0
5543,43.37
5544,47.95
5545,43.82
5546,37.99
5547,36.34
5548,34.79
5549,36.43
5550,32.58
5551,40.81
5552,44.09
5553,47.25
5554,52.07
5555,54.87
5556,57.58
5557,61.94
5558,61.92
5559,66.35
5560,65.94
5561,60.85
5562,58.81
5563,55.35
5564,56.52
5565,53.22
5566,50.74
5567,50.11
5568,51.8
5569,47.77
5570,44.34
5571,43.95
5572,42.47
5573,42.81
5574,42.43
5575,42.88
5576,43.88
5577,47.71
5578,52.42
5579,56.18
5580,61.75
5581,72.55
5582,88.88
5583,92.95
5584,94.46
5585,87.21
5586,69.21
5587,61.2
5588,67.79
5589,57.16
5590,52.3
5591,49.12
5592,48.05
5593,41.54
5594,36.08
5595,32.97
5596,32.52
5597,33.6
5598,37.0
5599,46.72
5600,47.04
5601,49.7
5602,55.83
5603,58.75
5604,64.45
5605,75.66
5606,78.4
5607,84.52
5608,82.3
5609,75.78
5610,65.3
5611,60.23
5612,63.29
5613,52.03
5614,48.23
5615,42.93
5616,37.87
5617,30.67
5618,29.39
5619,27.65
5620,27.62
5621,28.11
5622,34.04
5623,39.16
5624,43.47
5625,46.48
5626,48.7
5627,49.29
5628,53.25
5629,66.0
5630,62.63
5631,64.44
5632,61.59
5633,57.07
5634,51.81
5635,51.64
5636,52.06
5637,45.95
5638,42.67
5639,38.64
5640,34.19
5641,30.65
5642,27.15
5643,25.53
5644,25.61
5645,30.0
5646,33.56
5647,35.76
5648,42.36
5649,47.62
5650,49.68
5651,51.33
5652,52.58
5653,59.85
5654,73.1
5655,64.78
5656,66.4
5657,61.81
5658,53.62
5659,52.02
5660,56.3
5661,49.46
5662,46.27
5663,39.71
5664,38.87
5665,35.18
5666,29.79
5667,28.35
5668,26.55
5669,34.01
5670,35.98
5671,40.53
5672,43.81
5673,47.27
5674,56.09
5675,59.96
5676,81.92
5677,102.57
5678,121.14
5679,127.67
5680,127.59
5681,102.85
5682,81.84
5683,69.42
5684,65.35
5685,53.34
5686,49.21
5687,44.62
5688,43.93
5689,40.0
5690,33.28
5691,30.75
5692,30.91
5693,34.23
5694,34.89
5695,40.06
5696,45.73
5697,50.35
5698,55.28
5699,61.18
5700,64.52
5701,72.51
5702,74.63
5703,81.25
5704,78.65
5705,66.03
5706,58.95
5707,55.6
5708,57.04
5709,51.4
5710,48.11
5711,43.44
5712,47.08
5713,36.84
5714,32.79
5715,29.4
5716,28.17
5717,31.83
5718,32.73
5719,32.34
5720,36.8
5721,43.67
5722,48.06
5723,51.79
5724,52.18
5725,53.29
5726,55.27
5727,54.17
5728,53.36
5729,53.01
5730,52.2
5731,50.08
5732,52.48
5733,50.64
5734,48.79
5735,45.76
5736,44.74
5737,34.41
5738,29.6
5739,27.0
5740,26.73
5741,26.34
5742,26.9
5743,29.99
5744,33.82
5745,41.4
5746,45.71
5747,46.04
5748,48.05
5749,48.43
5750,48.28
5751,48.35
5752,48.16
5753,46.68
5754,45.81
5755,45.36
5756,51.92
5757,44.8
5758,43.12
5759,41.22
5760,37.06
5761,31.11
5762,26.35
5763,23.76
5764,24.63
5765,28.76
5766,33.57
5767,36.34
5768,43.26
5769,47.44
5770,50.51
5771,55.22
5772,57.01
5773,59.35
5774,62.01
5775,63.24
5776,65.43
5777,62.81
5778,60.79
5779,56.19
5780,57.63
5781,69.57
5782,46.56
5783,45.43
5784,33.64
5785,27.49
5786,23.14
5787,20.67
5788,21.22
5789,25.69
5790,33.04
5791,35.49
5792,43.42
5793,45.49
5794,47.85
5795,49.08
5796,54.35
5797,56.72
5798,58.09
5799,58.87
5800,61.22
5801,61.21
5802,53.91
5803,49.91
5804,50.79
5805,45.51
5806,43.3
5807,37.74
5808,33.39
5809,27.8
5810,23.97
5811,21.89
5812,21.88
5813,27.61
5814,33.25
5815,33.84
5816,42.3
5817,44.2
5818,47.71
5819,49.96
5820,51.21
5821,58.55
5822,60.97
5823,68.38
5824,70.31
5825,62.92
5826,53.54
5827,50.09
5828,51.76
5829,48.03
5830,43.97
5831,36.92
5832,36.75
5833,30.68
5834,26.62
5835,24.11
5836,25.1
5837,30.57
5838,36.86
5839,36.27
5840,42.27
5841,47.01
5842,48.69
5843,53.18
5844,56.31
5845,57.98
5846,62.35
5847,98.0
5848,98.77
5849,79.84
5850,55.57
5851,52.76
5852,52.15
5853,46.48
5854,42.83
5855,40.02
5856,36.48
5857,32.83
5858,29.33
5859,26.48
5860,26.88
5861,28.66
5862,37.64
5863,36.96
5864,42.91
5865,47.01
5866,51.54
5867,52.24
5868,55.87
5869,57.75
5870,59.27
5871,66.1
5872,66.56
5873,58.76
5874,53.26
5875,50.99
5876,51.37
5877,47.04
5878,43.95
5879,39.64
5880,43.32
5881,34.07
5882,31.64
5883,28.37
5884,27.75
5885,29.62
5886,33.52
5887,33.8
5888,38.76
5889,45.4
5890,47.5
5891,51.81
5892,55.55
5893,59.89
5894,63.34
5895,71.51
5896,68.78
5897,62.07
5898,53.0
5899,55.25
5900,53.07
5901,47.83
5902,45.87
5903,44.04
5904,45.74
5905,39.72
5906,34.98
5907,34.27
5908,31.36
5909,32.04
5910,33.06
5911,33.4
5912,37.13
5913,44.06
5914,47.05
5915,50.83
5916,55.55
5917,57.98
5918,59.49
5919,63.26
5920,69.76
5921,59.34
5922,57.57
5923,56.24
5924,59.92
5925,49.8
5926,47.06
5927,45.49
5928,45.2
5929,36.97
5930,33.18
5931,30.68
5932,30.11
5933,30.79
5934,33.13
5935,35.04
5936,38.06
5937,43.98
5938,48.09
5939,48.14
5940,50.93
5941,55.32
5942,56.25
5943,58.01
5944,59.71
5945,57.84
5946,54.96
5947,54.97
5948,53.58
5949,48.22
5950,46.02
5951,41.49
5952,38.01
5953,33.44
5954,29.89
5955,27.73
5956,27.25
5957,32.03
5958,39.26
5959,41.54
5960,43.69
5961,46.89
5962,50.22
5963,51.16
5964,52.9
5965,54.53
5966,55.69
5967,57.8
5968,56.56
5969,55.3
5970,49.54
5971,51.06
5972,50.09
5973,45.06
5974,42.69
5975,36.18
5976,36.96
5977,30.69
5978,27.55
5979,26.17
5980,25.04
5981,30.32
5982,38.95
5983,40.13
5984,40.78
5985,44.84
5986,48.42
5987,49.89
5988,51.63
5989,53.4
5990,55.45
5991,56.99
5992,56.78
5993,53.77
5994,50.02
5995,53.27
5996,50.6
5997,45.43
5998,43.12
5999,36.29
6000,37.8
6001,32.66
6002,30.05
6003,28.69
6004,27.89
6005,36.43
6006,40.35
6007,40.67
6008,44.27
6009,46.03
6010,50.07
6011,51.87
6012,55.43
6013,57.27
6014,57.89
6015,64.58
6016,62.3
6017,56.29
6018,51.51
6019,53.2
6020,50.11
6021,46.09
6022,42.19
6023,38.57
6024,40.09
6025,34.49
6026,32.22
6027,29.31
6028,31.04
6029,35.57
6030,43.07
6031,41.43
6032,44.29
6033,48.85
6034,52.89
6035,55.42
6036,58.59
6037,64.76
6038,68.0
6039,74.77
6040,74.97
6041,65.13
6042,56.39
6043,58.77
6044,60.26
6045,53.38
6046,47.19
6047,42.36
6048,46.91
6049,40.78
6050,35.32
6051,33.19
6052,30.8
6053,33.15
6054,34.06
6055,33.79
6056,39.02
6057,42.88
6058,48.71
6059,50.29
6060,52.01
6061,57.8
6062,60.96
6063,62.44
6064,62.13
6065,57.82
6066,51.72
6067,60.03
6068,52.67
6069,47.75
6070,44.37
6071,45.55
6072,41.63
6073,35.8
6074,25.72
6075,27.08
6076,25.93
6077,25.21
6078,29.42
6079,32.36
6080,32.96
6081,34.16
6082,37.7
6083,41.39
6084,44.07
6085,44.57
6086,44.78
6087,45.08
6088,46.48
6089,44.75
6090,44.63
6091,49.6
6092,46.89
6093,44.0
6094,38.1
6095,34.3
6096,37.45
6097,34.67
6098,23.6
6099,25.74
6100,25.59
6101,33.44
6102,37.69
6103,38.63
6104,44.49
6105,46.22
6106,54.34
6107,58.54
6108,61.03
6109,64.19
6110,72.95
6111,83.72
6112,84.36
6113,70.5
6114,63.46
6115,64.73
6116,61.47
6117,50.76
6118,44.89
6119,43.5
6120,39.43
6121,34.49
6122,32.53
6123,30.93
6124,31.26
6125,35.01
6126,40.26
6127,43.84
6128,44.47
6129,47.74
6130,52.13
6131,57.06
6132,58.16
6133,59.64
6134,67.68
6135,79.25
6136,83.79
6137,61.52
6138,55.22
6139,56.68
